variant,spec_name,pattern,score_mod,mask_mod,rownorm,batch,heads,sq,sk,dim,value_dim,dtype,device,threads,tile_q,tile_k,median_latency_ms,calls_per_second,tokens_per_second,score_tile_elements,score_tile_bytes,score_tile_kib,q_tiles,kv_tile_interactions,is_best
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,16,1385.1131629780866,0.7219626718801319,1478.57955201051,8192,32768,32.0,128,8256,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,32,1040.6273329863325,0.9609588065789676,1968.0436358737256,16384,65536,64.0,128,4160,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,64,611.5833749936428,1.6351000385031635,3348.684878854479,32768,131072,128.0,128,2112,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,128,500.58317798539065,1.9976700056612462,4091.228171594232,65536,262144,256.0,128,1088,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,256,409.73366450634785,2.4406098073606235,4998.368885474557,131072,524288,512.0,128,576,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,512,375.5008750304114,2.6631096396753033,5454.048542055021,262144,1048576,1024.0,128,320,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,1024,361.38396148453467,2.767139957988409,5667.102633960261,524288,2097152,2048.0,128,192,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,16,2048,381.01208198349923,2.624588687041446,5375.157631060882,1048576,4194304,4096.0,128,128,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,16,898.0736930388957,1.1134943688376024,2280.43646737941,16384,65536,64.0,64,4160,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,32,645.1867389841937,1.549938862002089,3174.2747893802784,32768,131072,128.0,64,2080,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,64,490.11458101449534,2.0403392160463487,4178.614714462922,65536,262144,256.0,64,1056,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,128,412.9129744833335,2.421817820695201,4959.882896783772,131072,524288,512.0,64,544,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,256,323.82996450178325,3.0880403595093906,6324.306656275232,262144,1048576,1024.0,64,288,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,512,342.3945859831292,2.9206069281985463,5981.402988950623,524288,2097152,2048.0,64,160,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,1024,334.91590747144073,2.9858241358251187,6114.967830169843,1048576,4194304,4096.0,64,96,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,32,2048,403.27636199072003,2.479689102191939,5078.403281289091,2097152,8388608,8192.0,64,64,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,64,16,686.3471459946595,1.456988647560838,2983.9127502045963,32768,131072,128.0,32,2112,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,64,32,476.30484399269335,2.0994957590969623,4299.767314630579,65536,262144,256.0,32,1056,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,64,64,386.59210500190966,2.5867056959041115,5297.57326521162,131072,524288,512.0,32,528,False
causal_softmax,causal_softmax,parallel,"[{""name"":""scale"",""value"":null}]","{""name"":""causal"",""value"":null}","{""name"":""softmax"",""value"":null}",1,32,2048,2048,128,128,float32,cpu,8,64,128,288.21073699509725,3.469683365810938,7105.911533180801,262144,1048576,1024.0,32,272,False
